SCHOOL,DISTRICT,COUNTY,DISTRICT_TYPE,REGION,ATTENDANCE_RATE,LANGUAGE_ARTS_AVERAGE_CLASS_SIZE,MATHEMATICS_AVERAGE_CLASS_SIZE,SCIENCE_AVERAGE_CLASS_SIZE,HISTORY_GOVERNMENT_AND_GEOGRAPHY_AVERAGE_CLASS_SIZE,GRADE_1_AVERAGE_CLASS_SIZE,GRADE_2_AVERAGE_CLASS_SIZE,KINDERGARTEN_AVERAGE_CLASS_SIZE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,TEACHER_TURNOVER_RATE,PERCENT_OF_STUDENTS_SUSPENDED,N_PUPILS,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PRE_K,K,GRADE_01,GRADE_02,GRADE_03,GRADE_04,GRADE_05,GRADE_06,GRADE_07,GRADE_08,GRADE_09,GRADE_10,GRADE_11,GRADE_12,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES
28fdeff7,da051f0a,9429aad2,NYC,New York City,90,9.333333333333334,7,21,NA,13,16,24,94,2,30,0,1,NA,0,170,5276,30492,26,24,24,31,28,16,21,0,0,0,0,0,0,0,45,55,9,1,62,0,35,1,1,26,97,0,24,3,0
04092b40,da051f0a,9429aad2,NYC,New York City,91,11.333333333333334,13.333333333333334,13,NA,NA,NA,21,97,2,23,1,0,NA,0,263,6787,33475,60,41,33,38,22,33,36,0,0,0,0,0,0,0,52,48,20,1,47,0,46,5,0,21,99,0,40,5,0
dc1035bb,da051f0a,9429aad2,NYC,New York City,88,10.333333333333334,16.666666666666668,20,NA,NA,NA,NA,92,2,37,1,1,NA,0,527,4506,25183,70,68,75,78,69,89,78,0,0,0,0,0,0,0,49,51,23,2,29,11,57,1,1,15,95,0,18,1,0
9ba03c7a,da051f0a,9429aad2,NYC,New York City,90,9.333333333333334,9,16,NA,18,NA,NA,84,2,39,2,1,NA,0,407,5911,36671,61,36,61,45,70,59,75,0,0,0,0,0,0,0,55,45,3,1,66,1,27,2,3,30,86,0,12,2,1
d596d7e9,da051f0a,9429aad2,NYC,New York City,89,12,15.666666666666666,20,20,NA,NA,NA,90,2,19,0,0,NA,3,129,13065,36351,0,0,0,0,0,0,0,22,46,60,0,0,0,0,48,52,2,2,70,4,22,1,2,36,92,0,15,1,0
b1523968,da051f0a,9429aad2,NYC,New York City,92,2,15.25,19.5,NA,NA,NA,NA,94,2,23,2,2,NA,6,199,5614,39013,0,0,0,0,0,0,0,79,58,62,0,0,0,0,53,47,1,4,70,3,21,1,2,30,96,0,14,1,1
2a2196f8,da051f0a,9429aad2,NYC,New York City,87,12.333333333333334,13,17,NA,16,14,19,97,0,28,1,1,NA,0,310,5869,29681,49,57,53,42,40,37,32,0,0,0,0,0,0,0,54,46,14,1,54,0,40,3,2,25,97,0,38,2,1
21383a66,da051f0a,9429aad2,NYC,New York City,87,17.333333333333332,20.5,24,NA,NA,NA,NA,97,1,21,2,1,NA,14,176,9941,30099,0,0,0,0,0,0,0,44,65,67,0,0,0,0,57,43,16,2,63,1,31,2,0,28,98,0,20,3,0
ab5edc1e,da051f0a,9429aad2,NYC,New York City,91,19,22,26,NA,NA,NA,NA,98,1,42,2,1,NA,2,455,4817,25774,0,0,0,0,0,0,0,152,148,155,0,0,0,0,48,52,18,4,22,4,68,2,1,25,100,0,27,1,0
f8e85eb2,da051f0a,9429aad2,NYC,New York City,91,9,18.333333333333332,23,NA,NA,NA,NA,94,1,50,1,0,NA,0,431,5375,27559,0,0,0,0,0,0,0,150,140,139,0,0,0,0,54,46,24,1,22,6,67,4,0,24,95,0,20,2,0
b7b129b2,da051f0a,9429aad2,NYC,New York City,90,15.333333333333334,17.333333333333332,15,NA,NA,NA,NA,98,1,12,1,1,NA,0,127,8848,29589,0,0,0,0,0,0,0,26,54,46,0,0,0,0,61,39,13,0,53,2,41,4,1,28,98,0,29,2,0
41e64fbe,da051f0a,9429aad2,NYC,New York City,88,10.666666666666666,17.666666666666668,22,NA,16,19,12,93,1,29,1,1,NA,0,362,6239,28335,41,46,47,55,55,53,65,0,0,0,0,0,0,0,50,50,21,2,40,8,47,2,2,20,94,0,21,2,0
18702a5d,da051f0a,9429aad2,NYC,New York City,93,12.666666666666666,24.75,28,NA,NA,NA,NA,96,1,17,1,0,NA,5,232,5857,31717,0,0,0,0,0,0,0,73,75,84,0,0,0,0,50,50,13,3,44,3,48,1,0,26,97,0,20,0,0
1c6c7b2f,da051f0a,9429aad2,NYC,New York City,92,5.5,19.75,20,27,NA,NA,NA,92,2,23,1,0,NA,0,246,5349,24107,0,0,0,0,0,0,0,88,77,81,0,0,0,0,46,54,15,2,9,5,82,2,0,17,94,0,8,0,0
a69c4269,da051f0a,9429aad2,NYC,New York City,87,12,20.666666666666668,27,NA,NA,NA,NA,91,2,17,0,0,NA,6,192,4956,26366,0,0,0,0,0,0,0,77,60,55,0,0,0,0,47,53,4,1,64,4,28,2,2,29,92,0,24,2,0
35c9e0b9,da051f0a,9429aad2,NYC,New York City,91,15.333333333333334,20,24,NA,NA,NA,NA,85,1,21,0,0,NA,0,266,4185,23999,5,0,0,0,0,0,0,80,88,92,0,0,0,0,49,51,11,0,13,6,80,0,0,21,87,0,21,0,0
07d09f6c,da051f0a,9429aad2,NYC,New York City,90,16,16,NA,NA,15,19,16,88,4,13,0,0,NA,0,192,4051,23785,32,47,45,38,30,0,0,0,0,0,0,0,0,0,50,50,21,2,13,5,79,2,0,23,91,0,12,0,2
140a0ea5,da051f0a,9429aad2,NYC,New York City,83,18,22.6,23.5,23,NA,NA,NA,90,2,53,4,0,NA,2,450,5952,26681,0,0,0,0,0,0,0,50,44,42,69,87,78,80,46,54,3,1,62,4,30,2,2,25,92,0,11,0,0
7743421e,da051f0a,9429aad2,NYC,New York City,87,21.5,17.8,18.5,18.5,NA,NA,NA,87,3,55,2,1,NA,0,631,4294,25316,0,0,0,0,0,0,0,80,88,82,107,101,90,82,46,54,4,0,64,2,32,1,1,23,89,0,11,1,0
0f71517a,da051f0a,9429aad2,NYC,New York City,82,19.75,15.2,22.333333333333332,23,NA,NA,NA,86,1,41,2,1,NA,2,375,5565,28353,0,0,0,0,0,0,0,22,44,46,57,78,61,67,54,46,3,1,70,2,22,2,3,23,87,0,9,2,0
75c0edb8,da051f0a,9429aad2,NYC,New York City,86,24,20.5,28,27,NA,NA,NA,85,1,25,2,1,NA,2,231,8159,30699,0,0,0,0,0,0,0,0,0,0,77,61,48,44,75,25,11,1,60,2,32,1,4,39,86,0,16,2,0
a5417b6c,da051f0a,9429aad2,NYC,New York City,74,NA,21,24.333333333333332,29,NA,NA,NA,89,0,20,0,0,NA,1,201,7302,27149,0,0,0,0,0,0,0,0,0,0,63,47,59,32,52,48,28,0,51,2,39,1,6,25,89,0,24,0,0
d19c8654,da051f0a,9429aad2,NYC,New York City,90,8,9.5,12,17,NA,NA,NA,86,5,32,2,0,NA,1,369,5239,24274,0,0,0,0,0,0,0,0,0,0,126,101,87,55,38,62,10,1,59,1,34,1,4,25,90,0,14,1,0
7aa39a09,da051f0a,9429aad2,NYC,New York City,80,NA,23.5,20,19.5,NA,NA,NA,89,3,19,1,0,NA,1,137,11576,26639,0,0,0,0,0,0,0,0,0,0,28,35,46,28,34,66,32,4,46,1,47,1,1,23,92,0,23,5,0
f295ecc6,da051f0a,9429aad2,NYC,New York City,87,36,24.5,29,28,NA,NA,NA,88,2,28,3,1,NA,0,332,4919,24877,0,0,0,0,0,0,0,0,0,0,65,102,95,70,59,41,92,1,0,0,94,0,5,3,90,0,21,0,0
fb212933,da051f0a,9429aad2,NYC,New York City,82,20,20,17.666666666666668,18.5,NA,NA,NA,81,2,87,6,2,NA,2,829,5536,27296,0,0,0,0,0,0,0,0,0,0,286,218,166,157,84,16,7,3,49,10,28,2,7,31,83,0,12,1,0
53d0df55,da051f0a,9429aad2,NYC,New York City,86,22,15.5,16,26.5,NA,NA,NA,78,5,39,2,1,NA,2,398,5254,24787,0,0,0,0,0,0,0,0,0,0,107,113,93,85,81,19,8,1,33,9,53,3,1,22,83,0,9,1,0
a516fbfa,da051f0a,9429aad2,NYC,New York City,87,NA,25,29.5,27,NA,NA,NA,88,2,33,3,1,NA,2,431,4000,25603,0,0,0,0,0,0,0,0,0,0,142,122,104,62,61,39,16,2,21,10,65,2,0,21,90,0,12,0,0
a1e616dc,da051f0a,9429aad2,NYC,New York City,87,16,19,26.5,24,NA,NA,NA,87,2,40,2,1,NA,0,409,4931,24358,0,0,0,0,0,0,0,0,0,0,99,107,98,105,49,51,21,1,12,6,80,0,0,20,89,0,12,0,0
991d643d,da051f0a,9429aad2,NYC,New York City,78,24,26,28,28.5,NA,NA,NA,91,0,49,3,1,NA,4,463,7046,29586,0,0,0,0,0,0,0,0,0,0,137,142,114,69,31,69,13,2,55,2,34,2,5,31,91,0,21,0,0
73174df1,da051f0a,9429aad2,NYC,New York City,75,11,16.5,20.333333333333332,16,NA,NA,NA,91,1,27,2,1,NA,2,314,4292,25729,0,0,0,0,0,0,0,0,0,1,87,94,75,55,55,45,30,2,38,15,32,5,8,28,92,0,14,0,0
e3db20d4,da051f0a,9429aad2,NYC,New York City,87,28,21,20.333333333333332,22,NA,NA,NA,79,2,36,2,1,NA,1,384,4267,21827,0,0,0,0,0,0,0,0,0,0,119,125,70,70,29,71,17,3,23,8,60,3,2,14,82,0,9,0,2
b8797205,da051f0a,9429aad2,NYC,New York City,77,34,23,24,24,NA,NA,NA,92,1,16,0,0,NA,1,171,4641,24433,0,0,0,0,0,0,0,0,0,0,39,52,44,34,49,51,22,1,58,2,30,6,2,31,92,0,20,1,0
7434bd9b,e4c6790a,9429aad2,Charter School,New York City,87,NA,30.666666666666668,29,NA,NA,NA,NA,83,6,35,0,0,68,4,1139,2213,15710,0,80,79,87,84,86,59,72,62,63,127,118,111,111,49,50,3,1,55,2,41,1,1,13,89,0,8,1,0
8fd7ffd1,e4c6790a,9429aad2,Charter School,New York City,85,NA,28.833333333333332,28,NA,NA,NA,NA,81,3,44,0,0,48,3,829,2215,13391,0,86,77,92,84,86,103,98,107,96,0,0,0,0,49,51,10,2,48,7,40,1,1,11,84,0,7,0,0
65d7d881,e4c6790a,9429aad2,Charter School,New York City,80,76.66666666666667,73.83333333333333,78.5,NA,NA,NA,77,86,5,44,0,0,14,0,720,1072,17727,0,78,83,82,80,77,82,76,83,79,0,0,0,0,48,52,8,1,67,4,28,0,0,15,91,0,6,1,0
c1ae2de1,e4c6790a,9429aad2,Charter School,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0d45ec72,e4c6790a,9429aad2,Charter School,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00cb6980,e4c6790a,9429aad2,Charter School,New York City,88,NA,26.125,28.5,NA,NA,NA,NA,84,5,38,0,0,50,8,818,2509,19040,0,49,49,66,51,67,71,87,73,76,104,125,0,0,48,52,4,2,74,2,20,1,1,15,89,0,10,0,0
cbd838bc,e4c6790a,9429aad2,Charter School,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8e7d2f43,e4c6790a,9429aad2,Charter School,New York City,87,NA,27.666666666666668,NA,NA,NA,NA,NA,87,3,20,0,0,71,6,646,2509,20321,0,44,60,62,78,96,76,81,77,72,0,0,0,0,47,53,3,1,78,2,17,1,2,19,91,0,9,1,0
72133dcc,e4c6790a,9429aad2,Charter School,New York City,92,31.333333333333332,31,31,NA,NA,NA,NA,90,2,26,0,1,60,0,403,2295,17493,0,52,52,56,60,62,62,58,0,0,0,0,0,0,46,54,22,3,14,7,74,1,0,16,92,0,9,1,0
6984a8dd,e4c6790a,9429aad2,Charter School,New York City,94,34,34,NA,NA,NA,NA,NA,92,2,7,0,1,71,0,130,3615,21271,0,26,25,26,31,22,0,0,0,0,0,0,0,0,41,59,21,1,45,2,49,1,3,13,93,0,10,1,0
61d692d1,5ee0c071,9429aad2,NYC,New York City,92,13.166666666666666,17,12,31,NA,NA,NA,80,1,94,3,1,NA,1,883,4829,25426,10,65,78,85,90,79,82,139,125,127,0,0,0,0,53,47,21,0,2,16,37,43,2,21,81,0,5,0,0
c3c41836,5ee0c071,9429aad2,NYC,New York City,93,15,20.666666666666668,20,NA,22,18,14,86,1,52,1,1,NA,0,497,5706,25752,23,68,87,70,82,84,81,0,0,0,0,0,0,0,51,49,26,0,1,37,40,22,1,24,87,0,3,0,0
454526f8,5ee0c071,9429aad2,NYC,New York City,91,21.666666666666668,22.5,24.5,NA,NA,NA,NA,88,3,77,3,1,NA,1,858,4609,24999,0,0,0,0,0,0,0,257,310,289,0,0,0,0,56,44,24,1,12,44,30,12,1,17,91,0,14,0,0
e5450156,5ee0c071,9429aad2,NYC,New York City,97,16,17.333333333333332,25,NA,19,19,19,93,3,42,1,1,NA,0,555,4991,28109,6,71,97,97,87,96,101,0,0,0,0,0,0,0,55,45,45,0,1,89,6,4,1,18,96,0,1,0,1
7f4ab8e8,5ee0c071,9429aad2,NYC,New York City,94,12.333333333333334,18.666666666666668,22,NA,17,20,18,58,3,89,2,1,NA,0,1071,4147,26364,12,172,171,177,173,191,174,0,0,0,0,0,0,0,51,49,13,0,2,18,29,46,5,23,62,0,4,1,1
a6435d00,5ee0c071,9429aad2,NYC,New York City,93,16.166666666666668,22.857142857142858,25.333333333333332,NA,22,23,19,62,6,66,1,1,NA,0,1097,3193,22842,8,90,85,92,119,116,128,144,161,153,0,0,0,0,54,46,15,0,4,23,26,43,4,16,68,0,2,0,1
4d21731a,5ee0c071,9429aad2,NYC,New York City,97,14,11.333333333333334,22,NA,25,23,19,93,2,68,2,1,NA,0,1134,4707,22478,3,151,196,210,198,198,175,0,0,0,0,0,0,0,53,47,33,0,0,92,4,3,0,11,96,0,1,0,0
06c9720a,5ee0c071,9429aad2,NYC,New York City,93,15,20.333333333333332,28,NA,21,24,21,74,2,56,1,1,NA,0,744,4396,22893,23,120,126,143,129,92,110,0,0,0,0,0,0,0,53,47,26,0,1,32,40,26,1,18,76,0,7,0,1
3276a1cd,5ee0c071,9429aad2,NYC,New York City,95,11.666666666666666,17,21,NA,19,21,16,72,3,53,1,1,NA,0,618,4708,27483,3,93,115,102,108,112,84,0,0,0,0,0,0,0,52,48,22,0,1,42,25,30,2,23,75,0,2,0,0
389a83b6,5ee0c071,9429aad2,NYC,New York City,97,13,17,18,NA,20,23,19,93,2,78,2,1,NA,0,944,4693,25386,6,148,162,178,157,148,143,0,0,0,0,0,0,0,53,47,48,0,0,88,8,4,1,14,95,0,20,0,3
47f03854,5ee0c071,9429aad2,NYC,New York City,94,16,18.714285714285715,21.666666666666668,NA,20,19,17,80,3,62,1,1,NA,1,622,5002,25665,7,50,60,58,72,75,63,74,79,84,0,0,0,0,51,49,24,0,2,35,37,26,0,21,84,0,8,0,0
8be6602e,5ee0c071,9429aad2,NYC,New York City,95,11.666666666666666,12.333333333333334,19,NA,14,16,13,87,4,48,1,3,NA,0,496,7489,34771,44,57,72,76,88,84,75,0,0,0,0,0,0,0,49,51,14,0,2,44,39,13,1,27,91,0,7,0,0
8d9613eb,5ee0c071,9429aad2,NYC,New York City,95,20,17.333333333333332,20,NA,22,22,19,88,4,65,1,1,NA,0,843,4626,25035,5,116,128,154,147,150,143,0,0,0,0,0,0,0,52,48,31,0,1,58,18,21,1,18,92,0,7,0,0
74d5293f,5ee0c071,9429aad2,NYC,New York City,96,12.666666666666666,20.333333333333332,20,NA,21,21,17,82,5,75,1,2,NA,0,1110,3945,22370,5,140,166,204,182,210,202,0,0,0,0,0,0,0,52,48,27,1,1,64,24,11,1,14,87,0,2,0,1
439d57d2,5ee0c071,9429aad2,NYC,New York City,92,15.333333333333334,23.333333333333332,24,NA,25,21,20,87,1,45,2,1,NA,0,673,4796,26749,49,93,101,104,130,102,94,0,0,0,0,0,0,0,50,50,47,1,2,63,20,14,0,14,88,0,7,0,0
cd86e059,5ee0c071,9429aad2,NYC,New York City,95,14.833333333333334,15.833333333333334,20,28,NA,NA,NA,88,3,79,3,1,NA,1,870,4795,26918,18,49,66,66,68,75,63,162,154,144,0,0,0,0,50,50,23,1,1,41,36,21,1,19,91,0,5,0,1
1a27d47d,5ee0c071,9429aad2,NYC,New York City,94,13,15.333333333333334,24,NA,20,21,18,42,3,42,1,1,NA,0,583,3297,24553,2,107,100,106,85,88,95,0,0,0,0,0,0,0,53,47,5,0,2,11,20,62,4,20,45,0,1,0,0
9e761b6c,5ee0c071,9429aad2,NYC,New York City,95,19,24.666666666666668,24,NA,20,24,18,80,2,75,2,2,NA,0,990,4183,24511,8,137,162,166,176,177,164,0,0,0,0,0,0,0,51,49,37,1,1,35,31,32,1,15,82,0,3,0,0
d19bc716,5ee0c071,9429aad2,NYC,New York City,97,16.666666666666668,21.5,26.5,NA,NA,NA,NA,71,6,59,3,2,NA,1,929,3813,23629,0,0,0,0,0,0,0,333,289,274,0,0,0,0,52,48,7,0,1,77,9,11,1,15,78,0,1,0,1
f705a38b,5ee0c071,9429aad2,NYC,New York City,92,11,13.166666666666666,23.333333333333332,NA,16,19,20,88,2,75,3,1,NA,0,567,4815,27930,30,61,48,57,56,67,49,70,62,64,0,0,0,0,51,49,26,1,1,19,39,40,0,23,91,0,20,0,1
b3fa004f,5ee0c071,9429aad2,NYC,New York City,92,16,18,23,NA,22,24,21,87,2,89,3,1,NA,0,1236,4200,23073,29,199,197,215,196,192,208,0,0,0,0,0,0,0,53,47,31,0,1,38,19,41,1,15,89,0,5,0,1
fd0c42d8,5ee0c071,9429aad2,NYC,New York City,96,21,25.25,28.5,NA,NA,NA,NA,72,7,102,3,1,NA,0,1591,3793,21067,0,0,0,0,0,0,0,562,498,530,0,0,0,0,52,48,10,1,1,61,19,18,1,15,79,0,4,0,1
0a4e6002,5ee0c071,9429aad2,NYC,New York City,94,14.666666666666666,17.333333333333332,24,NA,20,27,21,72,3,63,2,1,NA,0,1008,4113,24095,32,143,152,159,162,167,193,0,0,0,0,0,0,0,53,47,19,1,0,57,22,20,0,20,75,0,2,0,0
bbe16889,5ee0c071,9429aad2,NYC,New York City,94,13.333333333333334,15,22,NA,19,20,NA,77,4,98,2,1,NA,0,1097,4344,26340,69,143,155,183,191,182,174,0,0,0,0,0,0,0,48,52,26,1,0,57,27,14,1,16,80,0,4,0,3
f9d09aad,5ee0c071,9429aad2,NYC,New York City,95,22.333333333333332,21,24,25,NA,NA,NA,90,2,100,3,2,NA,2,1238,4395,24952,0,0,0,0,0,0,0,387,409,437,0,0,0,0,52,48,29,0,1,62,32,4,0,19,92,0,10,0,0
8866a74b,5ee0c071,9429aad2,NYC,New York City,92,19,20.333333333333332,24.5,NA,NA,NA,NA,90,2,55,3,1,NA,4,654,5995,24746,0,0,0,0,0,0,0,209,209,234,0,0,0,0,59,41,25,1,3,49,35,13,0,18,92,0,11,0,0
81a7dde6,5ee0c071,9429aad2,NYC,New York City,93,21,20.5,22,22,NA,NA,NA,84,3,106,3,1,NA,0,1359,4199,23365,0,0,0,0,0,0,0,444,435,479,0,0,0,0,54,46,26,1,1,47,39,12,0,15,87,0,6,0,0
efe4bdee,5ee0c071,9429aad2,NYC,New York City,95,15.666666666666666,23.428571428571427,27,NA,NA,NA,NA,63,6,73,2,0,NA,0,1126,3122,22572,44,115,100,118,130,113,146,121,115,124,0,0,0,0,51,49,16,0,1,61,16,20,1,17,69,0,1,0,1
454f146b,5ee0c071,9429aad2,NYC,New York City,94,13.333333333333334,21,23,NA,27,27,25,75,3,70,1,1,NA,0,744,4829,26733,0,123,133,135,125,110,116,0,0,0,0,0,0,0,48,52,33,0,1,58,14,25,1,22,78,0,6,0,0
f5f43d7b,5ee0c071,9429aad2,NYC,New York City,95,22,25.5,27.5,27,NA,NA,NA,78,4,114,3,1,NA,0,1724,4028,21531,0,0,0,0,0,0,0,591,617,514,0,0,0,0,53,47,12,0,1,53,22,22,1,15,82,0,8,0,1
332aad35,5ee0c071,9429aad2,NYC,New York City,93,8.666666666666666,15.666666666666666,17,NA,16,25,19,66,4,40,1,1,NA,0,406,4172,26580,5,72,63,76,60,65,65,0,0,0,0,0,0,0,52,48,15,0,1,13,33,48,5,20,69,0,3,0,1
8225932d,5ee0c071,9429aad2,NYC,New York City,97,14.666666666666666,22.333333333333332,27,NA,22,20,21,87,4,40,1,1,NA,0,547,4210,22748,0,80,87,100,98,101,79,0,0,0,0,0,0,0,54,46,36,0,0,83,11,6,1,15,90,0,1,0,1
843f1f12,5ee0c071,9429aad2,NYC,New York City,93,17,16.666666666666668,22,NA,17,20,17,93,3,67,1,2,NA,0,586,5476,33832,11,74,66,99,100,106,128,0,0,0,0,0,0,0,46,54,53,1,0,17,75,7,1,33,96,0,23,0,0
c1f14358,5ee0c071,9429aad2,NYC,New York City,93,14,16.666666666666668,20,NA,13,15,9,94,2,39,2,1,NA,0,379,7540,33731,3,35,51,61,63,85,81,0,0,0,0,0,0,0,52,48,34,0,1,31,63,4,0,30,96,0,13,0,1
31dc9d5b,5ee0c071,9429aad2,NYC,New York City,93,8,13,24,NA,19,20,16,67,1,45,2,1,NA,0,364,3049,39528,0,47,58,60,57,69,71,0,0,0,0,0,0,0,54,46,26,0,1,33,9,55,2,24,68,0,7,0,1
7680f2d9,5ee0c071,9429aad2,NYC,New York City,95,23.5,23.833333333333332,24,NA,26,30,22,36,3,30,1,0,NA,0,500,3175,22232,0,43,52,59,63,64,49,65,59,46,0,0,0,0,52,48,7,0,8,35,5,47,5,11,40,0,1,0,1
756d7545,5ee0c071,9429aad2,NYC,New York City,94,14.666666666666666,14,25,NA,22,25,24,83,2,37,1,0,NA,0,421,5781,23724,0,72,65,75,69,65,75,0,0,0,0,0,0,0,56,44,17,1,0,44,27,25,2,17,85,0,5,0,1
f7d63aff,5ee0c071,9429aad2,NYC,New York City,95,21.666666666666668,22,26.5,30,NA,NA,NA,74,4,36,0,0,NA,1,463,4496,24172,0,0,0,0,0,0,0,159,152,152,0,0,0,0,35,65,13,0,1,8,71,18,1,22,77,0,2,0,1
d709a44a,5ee0c071,9429aad2,NYC,New York City,95,13,17,NA,NA,13,14,13,85,3,44,0,0,NA,0,214,4384,25732,5,48,52,57,52,0,0,0,0,0,0,0,0,0,43,57,22,0,0,13,77,8,2,26,88,0,11,0,0
be34c799,5ee0c071,9429aad2,NYC,New York City,93,7.666666666666667,16,23,NA,NA,NA,NA,86,5,21,0,1,NA,0,197,7777,27550,0,18,33,31,37,32,45,0,0,0,0,0,0,0,55,45,34,0,1,29,57,13,1,24,90,0,6,0,0
24f7d3fb,5ee0c071,9429aad2,NYC,New York City,88,18,19,23.5,20,NA,NA,NA,79,4,209,14,4,NA,0,3148,3591,20908,0,0,0,0,0,0,0,0,0,0,1026,786,624,707,55,45,18,0,2,40,36,20,1,17,83,0,5,0,0
4358e9c6,5ee0c071,9429aad2,NYC,New York City,91,17,22.5,23,22.5,NA,NA,NA,79,2,111,6,2,NA,1,1266,3816,24845,0,0,0,0,0,0,0,0,0,0,321,324,294,326,60,40,10,0,3,25,52,17,2,24,81,0,4,0,0
cf0528e0,5ee0c071,9429aad2,NYC,New York City,89,22,19.5,24.75,20,NA,NA,NA,73,4,242,19,5,NA,0,3980,3630,20445,0,0,0,0,0,0,0,0,0,0,1111,1059,913,885,52,48,14,0,2,30,31,34,2,17,77,0,4,0,0
f0cc1871,5ee0c071,9429aad2,NYC,New York City,87,27,26,29,26.5,NA,NA,NA,81,2,261,16,2,NA,1,3409,3937,21886,0,0,0,0,0,0,0,0,0,0,1061,933,648,724,58,42,29,1,7,35,39,16,1,18,83,0,6,0,0
01cccda1,5ee0c071,9429aad2,NYC,New York City,89,25,19.25,24,22.5,NA,NA,NA,85,3,51,2,1,NA,0,518,4902,22804,0,0,0,0,0,0,0,64,52,53,92,88,88,81,0,100,14,3,8,49,19,19,1,14,89,0,10,0,0
8ec6800a,8928ff14,9429aad2,NYC,New York City,87,8.666666666666666,14.333333333333334,29,NA,NA,NA,NA,92,2,36,1,1,NA,1,469,5653,27923,73,59,73,68,66,73,57,0,0,0,0,0,0,0,51,49,24,1,20,14,49,15,1,23,94,0,14,0,1
a90d8ae9,8928ff14,9429aad2,NYC,New York City,93,17.333333333333332,23.142857142857142,23,27,24,23,20,80,4,63,2,2,NA,0,941,3987,24604,5,101,119,116,127,114,129,91,63,75,0,0,0,0,51,49,16,1,5,33,32,28,1,17,84,0,4,0,0
841e2298,8928ff14,9429aad2,NYC,New York City,91,19,19.75,17,19,NA,NA,NA,86,2,100,4,3,NA,2,867,4567,31557,0,0,0,0,0,0,0,275,295,294,0,0,0,0,51,49,32,0,6,25,35,34,1,23,88,0,8,0,0
922a85af,8928ff14,9429aad2,NYC,New York City,94,15,21.666666666666668,26,NA,NA,NA,NA,74,5,77,1,1,NA,0,885,4983,24901,103,144,133,140,127,107,131,0,0,0,0,0,0,0,52,48,33,1,1,51,21,24,2,16,79,0,3,0,1
694efef3,8928ff14,9429aad2,NYC,New York City,93,27.666666666666668,27.25,33.5,NA,NA,NA,NA,59,5,74,2,1,NA,0,1430,2955,20844,0,0,0,0,0,0,0,510,467,452,0,0,0,0,47,53,3,0,2,35,10,51,1,10,64,0,0,0,0
404b2c63,8928ff14,9429aad2,NYC,New York City,91,16.166666666666668,21,22.666666666666668,NA,16,25,18,84,0,65,1,1,NA,0,831,4228,23835,41,83,82,98,78,92,93,90,81,92,0,0,0,0,49,51,33,1,5,43,18,33,1,13,84,0,6,0,0
3e88b4b5,8928ff14,9429aad2,NYC,New York City,92,10.666666666666666,13.333333333333334,18,NA,21,16,17,60,1,44,1,1,NA,0,603,3478,24346,23,85,81,106,99,106,102,0,0,0,0,0,0,0,50,50,24,1,2,6,4,86,1,18,61,0,9,0,0
d2886eb8,8928ff14,9429aad2,NYC,New York City,94,16.333333333333332,22.333333333333332,26,NA,25,24,21,72,5,72,2,1,NA,0,1108,3876,24583,43,147,174,193,175,195,179,0,0,0,0,0,0,0,50,50,21,1,2,54,15,27,1,21,77,0,2,0,1
e6bb32ae,8928ff14,9429aad2,NYC,New York City,93,14.333333333333334,18,16.666666666666668,NA,12,15,11,75,3,44,2,1,NA,0,299,7391,41895,0,23,24,29,36,31,33,44,36,43,0,0,0,0,54,46,28,1,5,21,36,35,2,27,79,0,7,1,1
42bb8f9d,8928ff14,9429aad2,NYC,New York City,93,10.333333333333334,15,20,NA,19,23,19,87,2,36,1,1,NA,0,458,4553,26409,6,75,77,88,62,69,80,0,0,0,0,0,0,0,54,46,43,1,3,31,21,43,1,18,89,0,6,0,0
